текст,inf_gender1,inf_gender2,inf_gender3,inf_gender4,sob_gender1,sob_gender2,sob_gender3,sob_gender4,mean_ul,mean_sl
"А я семьде*сят восемь годоф, а не* ково не* отказывала. Те*бя как зовут-то? [АБМ: Андрей] Вот, Андрей, прожила семьдесят восе*мь годоф, а никово  не* отказывала, никово. Кто приходит, я фсех, фсех ле*чу. А ле*чу я уже трицать пять лет… вот… я… […] [Много к Вам приходит народу?] Много*, много*. Много*… много*… я даже* в Арханге*льске* была, и то ле*чила [смеется]. Ездила в больницу и то ле*чила. Не* то, што с Каргополю здесь […] И я ездила и… и ле*чила. И… выле*чу, и спасибо, знаш, скажут, благодарности, знаш… Позвонят мне…",f,,,,m,f,m,,11.75,4.2727272727272725
"[Рассказывает про бабушку в посёлке Самково:] [ЛВЛ:] Но та лечит, ну как. Тожо по-хорошему. Ну… каг бывает [смеётся]. [А могут по-плохому?] Да некоторым могут по-плохому. [Как?] Ну когда лю… ни лечат истествено люди, просто могут плохо зделать. […] [Можно благодарить людей, которые лечат?] Да, только вот пачкой чая и конфетами, и к чаю. Вот што к чаю и чай. А если деньги, то это щитаица, вот Ольга Филиповна [вышеупомянутая бабушка] говорила, это уже ни… [Она силу свою потеряет, если деньги возьмёт?] Да. Но да-да. Я с ней сама потому што сталкивалась. У мня была алиргия на руке, вот ко[г]да корову начали диржать. И фсё-тки сыдишь ф сельсовети, ниудобно. Ну вот и, пока вот я к ней ни обратилась… дажи врачи-алиргологи ни могли понять. [Как она свела?] Она давала мне воду, и пять рас я отсюда ездила к ней. За… она заговаривала. [Она склонялась над рукой и что-то шептала?] Да, угу, угу. [Водила пальцем?] Угу, угу. [Покажите, как это на руке?] Она ни на руке, она руку обливала водой, а чё-то на голове снимала, она говорит, што у миня была порча. [Она на руку поливала водой?] Да, на руку поливала водой и заговорёно. Ну вот, но снимала порчу, зади стояла и говорила. [Это была порча?] Да. Потому што я была в Архангильски, и это самое, мне ничё ни… ни могли сказать. Но это было просто покраснение. Но каг бы и биспокоило. [И сразу прошло?] Да. Угу.",m,,,,m,f,,,11.076923076923077,5.76
"[Не помните, клали что-то в зыбку ребенку под подушку?] Ах, это у миня было. Как говорица, ф то время старушок очинь много было. Ну и… И вот я… кака старушка, што бы мне она ни сказала… дети были биспокойныи… фсё я это делала, сама. Вот, допустим, вот этот… рибёночёк вот так вот зашивелит, ношками вот так задрыгит, задрыгит, это бабушки говорили, што… биспокоит… Ночнуха. Дак я што зделаю, биспокоит ночнуха-та? Дак вот, если девочка, зделай прялку. Ну вот… лучинку пириломи, [показывает, будто что-то ломает под углом 90°], лучинку вот так сломи, и вот… здесь и кудельну делала, штоп прясьть, пиритно делали, фсё это. Ну вот… а если мальчик, то… делали топор. Вот так… [Показывает, будто ломает что-то под прямым углом] ""Вот тибе, ночнуха-щикотуха, а&а, пряди да ни биспокой рибёнка"". А мальчику говорили: ""Вот тибе топор, строй, и займись этим делом"". Вот так. Много, очинь много таких вот… вот, вот этих… шо… ко фсиму, ко фсиму я прислушивалась. Ну, и вот, бываит, то вот, у рибёнка красныи… Вот тожо, их троё, это тожи такжи. Шо… приходит… ф пе... печка руска топица, и вот этово рибёночка… этими, пятками. [Показывает, будто сует ребенка пятками в дым] ""Вот тибе дым, вот тибе дым курчавый, уноси это фсё от рибёнка"". А вить фсё помогало. А типерь-то вить нет. Типерь-то вить это фсё таблетки, таблетки, таблетки. Ну вот… Вот могла... чирий заговорить. Вот сел чирий, почирчу, заговорю... фсё приходит. Чирий уже... Вот эти… за… завял, большущий вить. Вот это, говорит, то што больши делали. [А заговор помните?] Да, как я ни помню? Как я ни помню? Во… вот был у миня такой случий, привизли внука. А… а дочь делала римонт, и… привязла йиго, он малинький был ищё. Ну… как вам сказать, ну месяцаф, наверно, девить было йиво. Но… уже... вот вы видити-то… Ну вот, месяцаф девить, наверно, толко было йиму. И вот этот… девочки мыли в бани, и говорит: ""Мама, у й… у Женюшки, - говорит, - вод здесь, на лопке [показывает у себя ниже пояса] вод дв… две красны… эти, две белых. Мама, - говорит, - мам, у ниво там чирьяни"". Ну давай… бабушка зделала, зачиртила, фсё. Только-только увидила, фсё зачирнило. Фсё зачирнило. Ну вот… [А как зачертила?] А… вот… вот это… на… типерь-то у миня гниют, ну, тут зуба во рту нету. Ни одного. А раньши и зубы были, и фсё. На этот… палиц [показывает безымянный палец] поплюёт… [На какой? На этот?] На… вот а этот. ""Как этому па…"" Вот много, вот у ми… этих, вот видиш, газет покупаю фсиго. Но... этого я и… около дела вот ходят, но этого я… этому заговору больши двухсот лет. Больши это ищё... прабабушка, ни моя бабушка, а моей бабушки… с лиш… сто с лишним лет, моей-то бабушки, ну вот, а… а ейной ищё матири… дак… ""Вот как этому пальцу…"" Вот кругом водиш. [Водит безымянным пальцем одной руки по ладони другой, по кругу] ""… нет ни званья, ни имини"". [Показывает пальцы по очереди] Мизениц, ну вот, указатильный, этот… средний палиц, указатильный… ""… так у рабы или у раба Божьего… нет на белом тели чирью, вериду…"" - а раньши, ф старину, называлсы… верет, ни чирий, этот, а верет. А типерь-то фурункул. Ну вот… ""… Так и у раба... или там, у рабы... нет места на белом теле… Чирию, вереду там, што… Засохни, завень, как чёрный угол. Моим словам ключ - аминь"". Вот так пирикристиш… [крестит ладонь безымянным пальцем]… и фсё. Ой, сколько я людей в этих… этим выличила! Ой… А ой-ой, как я помню… м... ой-ой… Помню, у одного, у мужика, у пастуха, уш он… пожилой был, и шо у ниво случилось дак… У ниго... вот, было вот… вот… здесь фсё, и тут фсё [показывает у себя вокруг пояса и ниже]… а я жи молодая. А мужу-то говорю - как… А он уш больши ходить ни мок, и ничёво. Я говорю, вот так и так, жина просит. А он говорит: ""Што особиново-то? Поможит - зделай"". Помогло вит",f,,,,f,m,,,78.4,4.041237113402062
"[Не говорили, что можно болезнь или сглаз случайно на улице получить?] [МТГ:] Да как вот, можно. [А как?] Дак што вот на тибя ни милым оком взглянё - вот кака... вить ни с… и Нарот вить ни весь одинаковой. Иной есть што и… этого… У мьня вот эта хозяин был, но у мьня типерь его нет пять годоф, пятый гот. Я ушла в баню. Ушла в баню - пришла, а… одна женшина мне должна была денек. Она принёсла деньги… а детко [дедко]-то ей это на веранды фстретил, она ему на веранды-то деньги-ти и подала. Это дело летом было. Я-то пришла из бани-то… а он… ни… ни такой вот какой-то. Как вот такой дёрганый, чудной [?]. А он у мьня такой спокойный, детко [дедко]-то. Я го[во]рю: ""Николай, ты буто чёго-то ни того"". ""Ой, - говорит, - ни говори! Эта пришла, - говорит, - мне-ка деньги-ти принёсла, подала, я, - го[вори]т, - день… да, - говърит, - я ни из рук деньги-ти брал, она на стол вот эта на стол, - гов[ори]т, - положила, на веранды. И мьня, - го[во]рит, - как стало тошнить, дак тошнить! Дак я, - гът [говорит], - так заболел!"" [смеется] Дак вот… вот, пришла только, взглянула на его, вот, старого человека и того-тъ. А я из бани-то пришла, он: ""Ой, ни знаю, мне-ка… как в баню сходить, как в баню схоть [сходить], я, - гът [говорит], - ведь даже заболел"". Дак вот люди-ти разные есь. Хто он… С тобой хорошо дак говорит, фсё. А... есть чего-то шо… [А как плохих отличить?] Дак вот… вот как отличить вот… С хитринкой есь. И… взглят у других такой, што… вот ти… о… взглядом убьёт. [Это потому что она..?] Она взглянула на его, наверно.",f,,,,f,f,,,15.833333333333334,4.318181818181818
"[У Вас кто-нибудь лечил в деревне раньше? Словами какими-то?] Вон бабушка Поля [речь идет об инф. ААИ]… она как… у нас щитаеца да… типа вь… видунья, она... [А что она делала?] … ну што-то знала, вот это самъ… Я… раньши б… папал потстанцию [рассказывает, как обжегся.] Вот она приходила… ""смотри в глаза"", и… она там, какие слова... она шепчит, я нь… сла… ни помню. Да, помогает, диствительно, есть… бабушки, дъ. [Надо в глаза смотреть обязательно?] Да, обизательно в глаза. [А еще чего-то не слышали от нее, что можно делать и чего нельзя?] Нет, ъ… таково ничово, просто што в глаза на[д]ъ, чиво там она шепчит, молитву можит надь, но она... про сибя губы шивеляца, а… ни фслух. [А за руку она Вас брала?] За руку [смеется], а чё там… а чё там брадь [брать], да. [Брала, да?] Так она диржала ру… пальцы в руках фсё, и што имино, и чиво што. Помню што, как гъ[во]рица, вот имино што вот… это… имино на[д]ъ в глаза вот смотреть. Когда она говорит, глаза в глаза смотрел. Ей в глаза. Она в мои и я в йиё на[д]ъ [?] Лучи [лучше] дажи ни моргать на[д]ъ, а што там она... это уже её [нрзб.] Можот, там по родству [?] потом и пиридаст… слова ти-ти [?] [Это она Вам один раз делала?] Да. Ну, то што я сам… помню нъ, а почиму, она чть и людям помогаит да… кто-то што-то случица - к ней идут. [А от кого еще слышали, как именно она лечит?] Ну так, какие болезни-то, имино такие-от… ситуации, как это, сложные вот так она и… этъ. Она особо… ни приважает, как гъ[во]рице. [Не что?] Ну… што называеца, ни привораж… Лишнии ни ходили, как гъ[во]рица, это, оказываица, тоже, на ниё тоже действуит, она… на… с… свою энергию, получаица, одаёт, от… поэтому она... это ни афиширует - только вот так вот… то у [?] знакомых. А так штобы… к ней-то приеж'али, вить таких тут нету.",m,,,,f,f,,,9.125,3.65
"[О знахарке] У нас была Марфа ф Куфшинихе. Её нету блиско, давным-давно умерла, но она умер… Вот ногу сломал, и если она не заговорит, то эта нога будет потом болеть к погоде. А если заговорит - к погоде уже не болит.",m,,,,m,m,,,38.0,9.5
"[ЩЛС отказалась сообщить ""слова"", которыми она лечит детей, сославшись на то, что нельзя их раскрывать другим. На вопрос собирателей, как же она узнала их, ЩЛС ответила: бабушка] пиридаёт эти слова, и фсё , а я уже передать никому не могу, пока не постарею. А потом уже постарею - могу перидать. [Что значит ""передать?"" Их пишут на бумаге?] Ну, она напишет на листочек или так просто запоминаеш, и… вот и пользуешся этим. [Если бабушка передала, она уже не пользуется ими?] Ну, они уже старенькии, она уже, например, в живых её уже нету. Та бабушка, котора мне слова передавала, её уже в живых нет. Давно уже нету в живых. Ну это не фсем тоже вить перидаёца, так оно, видимо… как-то ни знаю, кому-то и… пиридают, кому-то ни пиридают, ну ни фсе этим пользуюца. [У кого-то, ему передали, может не получиться?] Запросто. [Почему?] Я не знаю, почему... не знаю даже. Наверно, дар какой-то есть, энергия какая-то. Я дак даже понятия не имею.",f,,,,m,m,,,17.4,6.6923076923076925
"[МВД рассказывает о местной знахарке ЩЛВ] Это Люба-то Шипунова. Вот она знает фсё эти. Она вам раскажет. Её... у её... была тётка знакомая, ей тётя. Дак она, с Шожмы родиной, оне... она очень много знала. Ходила всем заговаривала, вот эту Любу-ту и научцила. Уши, и она и… раны да фсё, фсё, фсё заговаривает ходит. И моёт маленьких, и… Та знает, женщина. Она не стара… молодая ещё, ну, недавно на пенсию ушла. Молодая, она фсё знает, её возят везде.",f,,,,m,m,,,75.0,4.6875
"[Рассказывает про знахарку, жившую рядом с родительским домом АВП. Она лечила словами] [Что она говорила?] Она вот… што, какие ана молитвы, я не знаю, канешно, но ана брала [нрзб] вадичку, апускала туда угли и што-то ана там гаварила. А патом, значить, этой вадичкай либо ана аптирала, либо давала попить, и… боль прикращалась. [Какая боль?] Зубная там, да, например, или какая-то балячка там што-та где-та болит - тоже пириставало вроде как. Вот… такая бабуся… бабуся была у нас. В децтви мы часто к ней бегали. Но… ана была... без адной руки, у ниё как… ни знаю, где у ниё... ана потиряла эту руку - я ни знаю, и адна нага была бес… бес… ну, палавина ступни толька, пальцеф не было. Адна пятка. Вот, и ана была бабушка боговерущая, канешна, вот што ана ухадила в лес - ана никогда ни блудила, она уже знала, где чиво, как уш она там… такая бабушка, с адной рукой хадила, и ана фсигда прихадила, набирала [в лесу] што хатела там. Вот. И ана па сонцу аринтировалась там, ищё пачиму-то, ни знаю, но ана фсигда вот… такая,  но ана никагда ни… с сабой никаво ни брала. И хадила фсигда адна.",f,,,,m,m,,,49.0,6.681818181818182
"[Может быть, Вы знаете, как продавали или покупали корову?] Не-а. [Что нужно было говорить или давать, или делать? Не было ничего?] Я тибе аткрыта хачу сказать, мне, детка, некада, во-первых, а ху бы и знала, сказать ни имею права. [А почему?] Патаму што эта заприщино. Мне заприщино. Не вам, а мне заприщино. [Потому что Вы что-то знаете?] Да. [И это нельзя говорить?] Нильзя. Если я скажу, то… фсё это, мая детка, я следуший рас дру&ому чиловеку ни имею права личить. [А Вы откуда знаете?] Знаю. […] Панятна? [А Вам говорили какие-то слова?] А я тибе на этот вопрос ответила. Ты ш… ты што, ни понимаиш? &аварить я ни имею права. Фсё, весь разгавор. Если я скажу, если што н… панадобица… панадобица, то я ни, уже я эти… это лечить ни имею права. Я хо*ть и буду личить, но я ни выличу. [А Вы лечили вообще?] Да, ле*чила. Типерь ни отказываюсь я. Фсё. Личила и личу фсякую фсячину, шо мне нравилася. И люди ка… личила. Я типерь сказала: ""Мне некада, девочки"". Но &аварить харошая женьщина ника?да ни будить, &аварить эти слава.",m,,,,f,f,,,13.9,4.633333333333334
"А бабушки лечили фсё травами травами. [Какими?] Они знают, какими, какая трава от чего. Травы, заговоры. Вот это вот было. У нас вот дядинька была, дак у меня вот, не этот, а вот старший сын, […] дак он не спал ночами, во как зоря утренняя - он орёт дурным матом. Вечерняя зоря - сонце закатываеца, да - он тоже дурным матом ревит. Я пришла, гоуорю: ""Дединька, - это папиному брату жена, у нас фсё дядя и дединька называли, - у меня вот Толя не спит, чё мне делать, я фся измучилась, и в больницу снесу, в консультацию детскую снесу, скажут: ""У Вас много в грудях молока, Вы его перекормили"", - а он груди не берёт, как перекормила-то? Фсё отцеживала, и не берёт"". А она пришла, две ночы ночевала, уш чево она там с ним делала - я уйду на работу, дак ей оставлю (раньше вить маленькие декреты были). Фсё - парень семнацать часов спал после ей. Чё-то она пошоптала и фсё. Гоурит: ""У него зоряница, - назвала, гоурит, - у него утренняя и вечерняя зоря, зоряница,"" - называла. Фсё, пошептала - и парень стал спать.",f,,,,m,m,,,56.666666666666664,12.142857142857142
"Раньше у мня зубы болели, мня мама направляла - там рядом диревня был… женщина была: ""Сходи, мол, к Паше, она тибе заговорит. К Прасковье Василевне сходи. Она тибя заговорит, у тибя зубы больны"". Ну, я сходила, к Прасковье Василевне, она мне там пошоптала чево-то - уш давно было, не помню - пошоптала чево-то, а я пришла - как болели, так и болят. А потом она мне говорит: ""Мои... мой заговор, - говорит, - тибе по крови не подойдёт,"" - она мне так сказала. [Что это значит?] По крови не подойдёт, мой заговор тибе по крови не подойдёт. [Что это значит?] Не знаю. Она... я поняла так, что я русая была, а она была чёрная. Так я поняла, што… [По волосам?] Да. По… по крови - у нас с ней крофь разная - дак по крови не подойдёт мой заговор. [Тёмные могут лечить только тёмных?] Наверно. [Она только говорила или ещё что-то делала?] Она говорила шо-то, шептала што-то, я уж не помню: мне моложе тогда, годоф-то мне десять или… двенацать было. [На зуб ничего не клала?] Не помню.",f,,,,f,m,,,21.142857142857142,7.7894736842105265
"[А у Вас в деревне есть бабушки, которые лечат?] Дак есь, но фсе обычно к тёте Кате Крафцовой [о КЕА] обращались. [Она все лечит?] Не знаю, чё она, ну вот тут обращались… зубы, зубну боль да уш… уш… уш… ушную боль заговаривала. Дак она веть тоже этово ничево не скажет. Знаем, што мы ходим потому што к ей, она помогает как чево, говорит, шо тоже не это самое… как лечит да… не скажешь, нельзя. [Как она лечит зубную боль, не знаете?] Нет, мне нельзя говорить-то, нельзя. [Нельзя рассказывать?] Да. Знаем, что вот есь. У меня тётка вот есь в Троице, тоже хорошо знает, любую боль заговаривает… вот, сама святая вода у ей есть фсегда. Иc церкви привезена вот с этово, с Крещения, хранит святую воду постоянно. [Это вообще никому нельзя рассказывать, или только определенным людям?] Так если вот кто верит, тому и поможет это, а кто… кто не верит ни в чево, дак тому хоть чё ты сделай, хоть залечи да ничево не получица. Веришь, дак тебе и поможет, лехче будет, а нет - дак такой на таблетках придёца, на уколах и фсё.",f,,,,f,f,,,25.333333333333332,8.0
"[…] У меня мать много знала. […] Много знала  мать у мя. [От укуса змеи как-то заговаривала?] Да. А как… ну, заговоры, давалы слова. Мо… могла тебе сказать, шо вот… тебе вот парень понравился, может приговорить, шо парень будет за тобой бегать. [Как она это делала?] Как… я, возможностей у меня таких нету. […]",m,,,,f,f,,,7.0,4.2
"[О местной знахарке:] Ну она многим че*во делала: кому там разно шиптала и, тожи и, зубы и, маленьких ре*бяток ле*чила и… много она делала. […] [Ее ""знающей"" не называли?] Дак фсе… знающе*й. Знают, што ити туда к ней, дак знающе*й. [Ей что-нибудь давали за то, что она лечила?] Не* знаю, и мне дак, вроде, мама ничё ей нё давала. [Просто?] Ну, просто она так. Уш там лечут маленьких, ли че*во дак, может, тогда че*во дают, што выле*чат как.",f,,,,m,m,,,9.0,7.5
"[Рассказывает МТИ о знахарке с Украины] [Это на Украине, Вы говорите?] Да, на Украине бабушка такая. [У Вас голова болела?] Ну сильно голова болела вапще. Я вот к ней сходила, наверно, с ниделю походила. Я целый гот сибя так чуствовала, хо… отлично просто. [Что она делала?] Молитвы читала. [Молитвы?] Да. Молитвы. [Где все это происходило? В доме?] В доме. Ну у них дом, хата. Там, по-украински-то хата. Ну, у ниё тут иконки тут. Кра… на кравати сидит-то. Комнатка. Бабушка такая приятная такая на вит, чистенькая, ухоженная. Вот дивяносто шесть лет бабульке. [Где это все происходило? Вы сидели на кровати или она?] Не, ана фставала, када это, молитву читала ана фставала, а сидела на стули. [Под иконой или где?] Ну ана-то под иконой стояла, а я-то на стули сидела рядом. [Она читала молитвы и что-то над головой у Вас делала?] Ну ножом там чё-то. К-кре-крест там так нож делала крестом, читала молитву. [Что говорила?] Не, ана про сибя читала. [Не вслух?] Нет. [В какое время это было?] Ну когда время свободное так… обычно. [Светло было?] Да. […] [Она делала это когда светло было или когда темно?] Не, когда свитло. […] Обычно мы чисам так к дясьти, к одинатцати ез'дили. [А Вы несколько раз ездили?] Ну на машине тут зять свозит. Она ни так далико, можно и пишком было пройти. Ну зитёк-то… я там обычно не… не очинь оринтировалась сначала, потом тоже пишком стала ходить. [Не один раз ходили, несколько?] Да, наверно, в течение недели. […] [Знали там, что она лечит?] Да, к ней очинь многие ездят. [Как называли ее там?] Баба Маха… Маша. [Знахарка, колдунья?] Нет. Бабушка Маша. [Просто?] Ну, старушка, говорят, такая. [Что еще она лечила?] Говорит, обычно приежали от к ней с ра… рани… Такие вот эти солдаты-то, с войны тоже. Рупцы на этих ранах заговаривала. [Вслух что-то говорила?] Нет, она обычно про сибя там чё-то говорила, читала. [Что делала?] Ну я ни знаю. Она сама говорила, очень многие приежали. Но я-то ни видела. Я сама по сибе ходила. [Ничего не давала попить?] Не, ничё. Молитву прочитаит, мы так с ней поговорим, она там про свою жись расказывала, как жили. [Что она от грыжи делала?] Ну это я ни видела. Ну ана просто разговаривала со мной, расказывала. Ну я сама видела. Ну, выходишь там, она же сразу фсех не пустит. Там уж назначала время.  Малюсиньких детей вот носили к ней. [Она сама рассказывала, что она лечит?] Ну так биседовала. Ну я от знаю, фсем ни фсем, но она мне просто. Мы с ней так разговаривали. [Она не говорила, как она это делает?] Это она не расказывала. Ну просто, говорит: ""Люди обращаюца ко мне"". ""Потом, - говорит, - поможит, дак приежай, мне скажишь"". [Она могла кому-то передать это умение?] Она говорит: ""Я помру, дак дочке"". [Дочке передаст?] Ну дочке уже тоже сидьмой дисяток. [Это сейчас?] Четыре года назат мы ездили. [А если не передаст?] Нет, говорит, обязательно, я должна даже. [Должна?] Да. Должна, говорит, передать дочке. [Как передать?] Ну как она мне скажет? Уж свои секреты у них. [Это нельзя говорить?] Ну как она будет передавать секрет? Она чё, мне расказывать будет? Это же человек какой-то силой наделён. [Она могла только дочке передать?] Да. [А если дочки нет?] Ну, вторая дочка есть, сын есь. [Только детям?] Да.",f,,,,f,f,,,9.65,5.012987012987013
"[Про чёрта что-нибудь слышали?] Ой, , не знаю. [Говорят, какие-то маленькие они, эти черти?] Черти-ти? Вот я вам раскажу. Видала. У меня свекрофка-та писала камбалу, называиц'е. Выгоняла скотину из лесу. Ну вот. Значит, она зналась с лешивым. Ну вот. Приходили к ей… вот как… потереюц'и там, стадо телят уйдут куды, нати не можут и… ишут-ишут и нати не можут, вот, приходят к этой бапке: «Бабушка, напиши нам». Ну, она, она неграмотная, она им писала камбалу эту. Левой рукой, левой рукой писала. Вот, я один рас подглядела, ак… вот, каг буто буква «е», вот так фсё левой рукой пишёт, пишёт [изображает волнообразные движения левой рукой] потом закомат-закомат бумашку. [Что сделает?] Бамагу закомат [показывает, как комкают бумагу, растирая ладони кругообразными движениями] да… рас написала дак. Такой то зьделаэт: «Нате! Поте [подьте], там… э… на… на… бездорожичцё, ну вот, где три дорошки дак… или там, две вот, в разны стороны. Бросьте, не оглядывайтесь, ну дак, сами придут телята». Ой, ну вот.",f,,,,m,f,,,33.0,4.714285714285714
"[Чтобы скот не терялся, не писали что-то?] Писали, писали, фсё-то говорят: леший в лесу, леший забираэт с… эту, скотину. Дак лешему писали, шобы одал. [Что писали?] А вот уш не знаю, эки люди были, знали. [Как это называли?] З… Людей-то? А тех уж в живых нет. [Как называли то, что писали?] А вот лешему написали записку, ходили это, на… на роздорожицу кидали, и домой, и побежиш. И я сама, бывало, с этой запиской. Лико, нет и нет этих… дак и не оборачивайся, шобы не оборачивацы. [Нужно идти домой и не оборачивться?] Нет. Каг бросиж записку, дак шобы не об… не оборачивайси, говорят. Оборочися – ак он тибя захлёщет вицами. [Леший?] Леший-од, да. [Надо кидать через левое плечо?] На[д]ъ цчерез левое плецчо. [Не называли это «писать каббалу»?] А кто ево зна[е]т, раньше фсё писали, я… я уш тот… веку не захватила. [Что нужно писать?] Лешему-ту? [Соб.: Да.] А уш вот и пишут, што «Взял, дак одай». [Прямо словами так?] Словами. А там уж, там я не знаю, как пишут-то, не то, как вот мы пишём. А оне вот эк писали, фсё на ль… наопашку. [Задом наперёд?] Да. А уш не поймёш, фсё вот только такие вот круга, круга, круга [чертит на столе пальцем воображаемые кружочки примерно 3 см.], опеть круга-круга, а он, видно, фсё и сам понимаэт это [смеётся.] […] Ак вот это письмо лешему, говорят. А эти люди и знали, дак и выгонит опеть, выгонит – скотина домой придёт.",f,,,,f,m,,,10.875,5.8
"Хочешь соседу вред зделать? Коврики лежат щас у домоф, ну пару иголок туда сунь, в этот хов… под этот коврик – фсё. Это точно. Хана бу[д]эт соседям. [Плохо жить будут?] У! Не то слово, «Война и мир» буэт.",m,,,,m,m,,,16.5,4.714285714285714
"[Можно ли испортить дом?] А, да, можно, когда [в]от невозможно жить… в доме. [А как?] Ну уот… [Что делают?] Ну уот тожи делают, [в]от лю… люди, которые вот-от. [Что-то подкладывают, закапывают?] Ни знаю… или куда што пот… э… кладут, или чиво, ни знаю. Ну што вот дом… заходижь домой, ну вот… нь… ниохота ити, и фсё. Да. [Такие рассказывали у вас истории?] Да, это я слышала. Такое. [С кем-то это случилось?] Ну я зьдесь вот э… в нашей… волости не слышала вот э… жили мы там д… Верхне-Усковое. [Где?] Верхне-Усковое называет… Усть, Устьковое, от… дак там люди, таких вот людей, дак которые от… н… ш… на на хорошее мало, а вот на плохое зделать, очень много таких людей там. [В]от там бы… эм… было, слышала я, што ну уот… пришлось даже из дома уйти семье. [А что такое «не по себе» в доме?] Ну вот, фсё не ладица в доме. [Скандалы?] И скандалы, в этот самый, не ладица, в этот, ни... ничево. Фсё из рук валица. [В]от такое. Бывае[т].",f,,,,f,m,,,11.3,3.6451612903225805
"[Не говорят, что в бане хозяин есть?] Ну какой хозяин… бани, мы фсе хозяева бани. [Говорят, что дома домовой и в бане еще кто-то есть?] Ну домовой не… знаю есь дак… вот домовой. Я бы так и не протиф, што вот  в доме домовой-то… У наз был как-то… э… ф хлеве на Горах домовой-то, дак… тожо, кажеца, корове, дак… э… покою не давал. [А что делал?] Фся сырая корова. [В смысле?] Ну сырая фся такая вот, как вот вымытая. [Это он мыл?] Да-да-да. [А почему? Не понравилась?] Не… Не знаю. Может… а тогда... четыре коровы мы сменили. Мама на скотнем работала, што-нибудь, дак зделаеца… аж четыре коровы. [А что сделалось?] А тут она побежала один рас, она стала прыгать за ворота и… титечку разорвала... колом, а потом тут ногу сломила, потом это уш чё-то заболела, вот фсё вот так э… едва и [?] нарвалась, по корову. А и фсё давали телят очень хорошо, она выкармливала, дак… уже сте*льных давали, потому што у нас семья, веть подо молоко... ну и вот четыре коровы так вот… А он… а… тут тожо видишь как, не знаешь, как… мама нашла, во двор заходити, пот порогом кос[т]ь, кос[т]ь гнилая, кто-то п… [Это в доме?] Не в доме, ф хлеве, там, на Горах… жили на Горах. Дак… э… нашла мама это, гов[о]рит: «Вот ви[д]ишь, кто-то вот, какое-то, зло». […] А эта кос[т]ь, она гнилая, и вот не... как вредили, вот… коровы-та… коровы-то не жили. [То есть, чтобы навредить, надо кость положить?] Да-да, да-да-да. [А всё равно, в какое место?] Дак ни знаю, куда уш, пот порогом она нашла, дак, может, ишо где-то там было. Мама выкинула, да за… зарыла… в землю. Тут-то што чё-то вот они пошептали, штобы этово больше не случилося. [А что пошептали, не знаете?] Да… ну, тут тоже тётка-то, с… Мама-то [в]от тут дружила с той, которая немношко так умела, дак… тоже вот и растроилась, говорит: «М, не дай Бох». [А чем болели коровы?] Дак вот я и говорю, пот… заболела, и ни знаешь, чиво… не стала ес[т]и ничево - зарезали, тут на кол наткнулася, вот я те расказываю так, потом ногу сломила, вот таким путём чё-нибудь да не в рас.",f,,,,f,f,,,17.666666666666668,5.096153846153846
"[Могли печники портить, если им не заплатишь?] Да. [Они могли дом испортить?] А… если вовремя не заплатишь – зделают так печку, што дым не пойдёт на улицу, а домой пойдёт. [А как так они делают?] Где-то там… положат кирпич не так, как надо, и фсё… [Кирпич?] Да. [А плотники?] А плотники тоже делали… назло… под закладное бревно клали кось. [Где закладное бревно?] А вот это самоё-то нижние. Первый-то винец… [Первый венец?] Да... Кось надо поло… Кось положат, штоб никто ни видел. Значит, скотина водица ф хлеве не будёт, и сам бу[д]ешь, как кошка с собакой жить. [Какая кость должна быть?] Любая… видимо. [Коровья?] Ну хоть коровья, хоть и... поросячья, хоть ко… от лош… раньше вить лошади были в диривнях. [В]о... Ф прежнее время у каждово хозяина была лошать… а так как бы землю-то обрабатывать-то… лопатой-то не фскопаешь, веть раньше много земли-то давали… Эсли… ни один сын… в доме, так и… д… э… Три мужика - значит, три души.",f,,,,m,f,,,12.6,4.064516129032258
